Serial,SPoint,StRegion,Region,Country,RSex,RAge,PeopTrst,RNSSEC,REconAct,Tea,Tea2,HEdQual,HEdQual2,HHincome,UnionSA,TUSAEver,NghBrHd,ResPres,Voted01,PdJobSC,CharOft,CharAmt,PolitSC,GovRight,GovSelf,DemoNow,GrpMemb1,GrpMemb2,GrpMemb3,GrpMemb4,GrpMemb5,IncDiffs,IncDiff,IDCards,MoreWelf,SocHelp,DeathApp,WrongLaw,PartyId2,agegp1,agegp2,incomegp,incomeg1,trust,volgp,volgp1,qual1,qual2
161604,152,9,5,1,2,28,-2,4.1,3,5,20,2,3,9,3,3,3,4,2,1,1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,4,2,-2,2,4,2,4,5,1,1,2,1,,-1,-1,1,1
161605,152,9,5,1,1,52,-2,2,3,2,16,4,5,17,3,3,15,4,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,2,4,3,1,2,2,2,2,,-1,-1,2,2
161606,152,9,5,1,1,64,2,2,3,3,17,3,4,15,3,3,9,5,1,1,-2,-2,3,4,4,10,4,4,2,3,4,2,2,1,4,3,1,1,1,2,3,2,2,1,0,0,1,2
161608,152,9,5,1,2,72,-2,3.3,3,5,21,1,2,10,3,3,27,3,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,3,4,4,5,2,3,2,1,,-1,-1,1,1
161610,152,9,5,1,2,44,-2,4.1,3,5,22,1,2,17,3,1,12,4,1,1,4,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,4,-2,3,3,5,4,2,1,2,2,2,,-1,-1,1,1
161611,152,9,5,1,2,33,-2,13.4,10,4,18,4,5,9,3,3,7,4,1,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,4,4,3,6,1,1,2,1,,-1,-1,2,2
161613,153,9,5,1,1,46,-2,4.1,3,3,17,2,3,17,3,1,24,5,1,1,6,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,5,5,-2,5,1,1,1,1,2,2,2,2,,-1,-1,1,1
161614,153,9,5,1,2,77,-2,13.4,9,1,14,7,8,2,3,3,65,4,1,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,3,1,3,3,2,3,1,1,,-1,-1,2,2
161615,153,9,5,1,1,39,2,5,3,5,22,1,2,97,3,3,3,4,1,1,-2,-2,2,4,4,8,4,4,1,3,3,3,5,5,2,4,5,2,3,1,1,,,1,1,0,1,1
161618,153,9,5,1,2,71,3,4.3,3,4,18,6,7,97,3,3,37,4,1,1,-2,-2,1,4,9,5,3,4,1,4,3,1,2,3,2,3,5,5,6,2,3,,,0,1,0,2,2
161620,153,9,5,1,1,21,-1,7.2,3,2,16,3,4,98,3,3,5,4,2,-1,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,1,1,,,,-1,-1,1,2
161622,153,9,5,1,1,41,-2,3.2,3,3,17,4,5,17,3,3,10,5,1,1,3,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,4,2,-2,2,2,4,3,1,1,2,2,2,,-1,-1,2,2
161624,153,9,5,1,1,56,3,3.1,3,5,25,1,2,97,1,-3,25,5,1,8,-2,-2,2,4,3,8,2,2,2,4,3,5,5,2,4,2,4,2,1,2,2,,,0,1,0,1,1
161626,153,9,5,1,1,74,-2,4.1,9,5,24,1,2,97,3,1,34,5,1,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,4,5,4,2,2,3,,,,-1,-1,1,1
161628,153,9,5,1,2,40,-1,12.2,3,4,18,4,5,6,3,3,7,4,1,-1,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,2,1,1,,-1,-1,2,2
161630,153,9,5,1,2,83,2,4.1,9,2,16,1,2,98,3,3,8,5,1,2,-2,-2,2,4,4,5,3,4,1,3,3,2,4,3,2,4,4,5,3,2,3,,,1,1,0,1,1
161631,153,9,5,1,1,39,-2,10,3,3,17,4,5,4,3,3,6,5,1,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,4,-2,3,3,4,4,1,1,1,1,1,,-1,-1,2,2
161632,153,9,5,1,1,45,-2,3.1,3,5,26,1,1,15,3,3,12,4,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,4,5,3,2,1,2,2,2,,-1,-1,1,1
161633,153,9,5,1,2,56,-1,3.3,3,5,21,1,1,17,3,1,7,4,1,-1,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,,-1,-1,1,1
161635,153,9,5,1,2,54,-1,7.1,10,5,19,5,6,97,3,1,3,4,2,-1,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2,2,,,,-1,-1,2,2
161642,153,9,5,1,2,84,1,3.3,9,5,21,1,1,17,3,3,20,4,1,8,-2,-2,2,2,1,10,4,9,2,2,4,3,2,3,9,9,1,1,1,2,3,2,2,1,0,0,1,1
161646,154,9,5,1,2,45,-2,12.2,3,2,16,4,5,9,3,3,30,3,1,1,3,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,2,-2,3,4,1,2,2,1,2,2,1,,-1,-1,2,2
161651,154,9,5,1,1,75,3,10,9,3,17,4,5,4,3,2,8,3,2,2,-2,-2,3,3,1,9,4,3,3,4,3,2,3,2,2,2,1,2,5,2,3,1,1,0,1,0,2,2
161652,154,9,5,1,2,54,-2,4.1,3,1,15,4,5,11,1,-3,26,3,1,1,3,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,4,2,2,2,1,2,2,2,1,,-1,-1,2,2
161653,154,9,5,1,1,80,-2,3.1,9,2,16,2,3,8,3,1,12,3,1,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,3,4,2,2,2,3,1,1,,-1,-1,1,1
161654,154,9,5,1,1,37,2,2,3,4,18,2,3,17,3,1,35,3,1,1,-2,-2,2,3,2,6,4,2,2,1,4,4,5,3,4,2,1,2,1,1,1,2,2,1,0,0,1,1
161659,154,9,5,1,2,75,-2,12.6,10,1,14,7,8,97,3,3,23,3,1,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,4,2,5,2,3,,,,-1,-1,2,2
161662,154,9,5,1,2,19,-2,13.4,1,7,96,3,4,17,3,3,10,3,2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,4,5,4,3,1,1,2,2,,-1,-1,1,2
161664,154,9,5,1,2,37,-2,10,3,4,18,3,4,6,3,1,9,3,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,3,-2,3,3,3,3,1,1,1,1,1,,-1,-1,1,2
161666,154,9,5,1,2,78,-1,7.2,10,1,15,4,5,1,1,-3,3,3,1,-1,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,3,1,1,,-1,-1,2,2
161668,154,9,5,1,1,43,-2,10,3,2,16,5,6,12,3,3,43,3,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,4,3,1,2,4,1,2,2,2,,-1,-1,2,2
161669,154,9,5,1,2,63,3,13.1,3,2,16,7,8,6,3,3,63,3,1,1,-2,-2,2,2,2,9,4,3,3,4,4,2,3,2,3,4,2,3,3,2,3,1,1,0,0,0,2,2
161673,154,9,5,1,2,72,-2,7.1,10,2,16,4,5,15,3,3,40,3,1,2,3,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,4,-2,4,2,2,2,1,2,3,2,2,,-1,-1,2,2
161674,154,9,5,1,2,86,-2,4.1,10,3,17,7,8,6,3,3,59,3,1,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,3,2,1,2,3,1,1,,-1,-1,2,2
161676,155,9,5,1,2,54,-2,10,8,1,15,5,6,4,3,1,21,3,1,2,1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,3,-2,2,3,4,4,2,2,2,1,1,,-1,-1,2,2
161678,155,9,5,1,1,44,-1,13.4,8,2,16,7,8,10,3,3,44,2,1,-1,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,1,2,2,1,,-1,-1,2,2
161682,155,9,5,1,2,34,-2,10,3,3,17,4,5,17,3,3,2,3,1,1,4,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,3,-2,2,2,3,4,2,1,1,2,2,,-1,-1,2,2
161690,155,9,5,1,2,44,2,5,5,4,18,3,4,14,3,1,35,3,1,2,-2,-2,1,4,2,7,4,3,4,3,3,1,1,4,2,4,5,4,2,1,2,2,2,1,1,0,1,2
161694,155,9,5,1,1,58,-2,7.1,8,1,14,7,8,6,1,-3,25,3,1,2,4,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,4,-2,4,2,3,3,1,2,2,1,1,,-1,-1,2,2
161697,155,9,5,1,2,37,-2,12.1,3,3,17,4,5,10,1,-3,37,3,1,1,3,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,3,-2,3,2,2,3,2,1,1,2,1,,-1,-1,2,2
161700,155,9,5,1,1,75,-2,12.2,9,1,14,7,8,4,1,-3,75,3,1,2,3,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,2,2,2,2,2,2,3,1,1,,-1,-1,2,2
161705,155,9,5,1,1,57,4,-1,7,2,16,7,8,1,-1,-1,57,3,2,2,-2,-2,4,5,5,10,4,4,4,4,4,8,8,2,5,5,4,5,5,2,2,1,1,0,0,0,2,2
161707,156,9,5,1,2,76,-2,12.1,9,1,14,7,8,2,3,3,76,3,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,3,3,2,5,2,3,1,1,,-1,-1,2,2
161709,156,9,5,1,1,44,-2,13.4,1,2,16,4,5,98,3,1,7,3,2,2,1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,-2,2,4,2,4,8,1,2,,,,-1,-1,2,2
161710,156,9,5,1,2,47,-2,10,3,5,22,1,2,3,3,3,6,3,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,4,3,2,4,5,2,2,1,1,,-1,-1,1,1
161711,156,9,5,1,2,33,3,6,10,5,19,3,4,17,3,3,6,3,1,2,-2,-2,3,3,3,6,4,4,4,4,4,3,3,2,4,3,2,3,1,1,1,2,2,0,0,0,1,2
161712,156,9,5,1,2,78,-1,99,9,1,14,7,8,2,3,3,78,4,1,-1,5,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,2,3,1,1,,-1,-1,2,2
161715,156,9,5,1,2,51,-2,4.1,3,5,22,1,2,14,2,-3,20,4,1,1,5,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,9,1,-2,2,3,5,2,2,2,2,2,2,,-1,-1,1,1
161718,156,9,5,1,1,53,-1,10,3,1,14,7,8,11,1,-3,19,4,1,-1,6,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,2,2,2,1,,-1,-1,2,2
161719,156,9,5,1,1,57,-2,7.2,3,99,99,8,9,97,2,-3,54,9,9,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,2,1,4,5,2,2,,,,-1,-1,,
161723,156,9,5,1,2,54,2,4.1,3,4,18,2,3,17,3,2,21,3,1,1,-2,-2,2,2,4,9,4,2,4,4,4,3,3,2,2,3,5,2,2,2,2,2,2,1,0,0,1,1
161725,156,9,5,1,2,41,-2,12.2,1,7,96,3,4,4,1,-3,14,3,1,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,4,3,5,4,1,2,1,1,,-1,-1,1,2
161726,156,9,5,1,1,72,2,12.2,9,1,14,7,8,3,3,3,32,3,1,2,-2,-2,3,4,1,10,4,3,4,1,4,2,2,1,9,9,1,2,5,2,3,1,1,1,0,0,2,2
161728,156,9,5,1,1,40,-2,3.2,3,3,17,4,5,7,3,1,3,3,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,3,3,4,5,1,2,1,1,,-1,-1,2,2
161731,156,9,5,1,2,52,-1,4.1,3,2,16,4,5,15,2,-3,19,3,1,-1,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,2,2,,-1,-1,2,2
161733,156,9,5,1,2,35,-1,12.6,10,2,16,7,8,6,3,3,20,2,2,-1,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,1,1,1,1,,-1,-1,2,2
161734,156,9,5,1,2,45,-2,6,3,3,17,4,5,15,3,3,45,7,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,4,2,2,2,1,1,2,2,2,,-1,-1,2,2
161738,157,9,5,1,2,60,3,2,9,3,17,2,3,7,1,-3,33,3,1,2,-2,-2,2,3,2,3,2,1,2,2,2,2,2,1,9,9,9,9,1,2,3,1,1,0,1,1,1,1
161743,157,9,5,1,2,29,-2,7.3,1,5,20,1,2,11,1,-3,6,3,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,4,4,4,2,1,1,2,1,,-1,-1,1,1
161745,157,9,5,1,2,32,-1,-1,10,2,16,7,8,17,-1,-1,6,1,2,-1,6,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,1,1,2,2,,-1,-1,2,2
161748,157,9,5,1,2,41,-1,6,3,1,15,4,5,9,3,1,41,1,2,-1,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,1,2,2,1,,-1,-1,2,2
161751,157,9,5,1,1,80,-2,3.1,9,5,24,1,1,10,1,-3,30,3,1,2,3,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,4,4,-2,2,5,1,2,1,2,3,2,1,,-1,-1,1,1
161752,157,9,5,1,1,47,-1,9.2,3,5,21,3,4,15,3,3,16,1,1,-1,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2,2,2,2,,-1,-1,1,2
161754,157,9,5,1,2,44,-2,4.1,3,5,22,1,2,17,3,1,5,3,1,1,6,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,3,-2,2,4,4,3,2,1,2,2,2,,-1,-1,1,1
161755,157,9,5,1,1,39,-2,3.1,3,5,25,1,1,17,1,-3,3,3,2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,5,5,5,2,1,1,2,2,,-1,-1,1,1
161760,157,9,5,1,1,49,-2,3.3,3,5,23,1,2,17,3,3,15,3,1,1,3,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,4,-2,4,3,4,3,8,2,2,2,2,,-1,-1,1,1
161761,157,9,5,1,1,42,-2,4.3,3,4,18,3,4,10,1,-3,6,3,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,4,4,1,5,6,1,2,2,1,,-1,-1,1,2
161763,157,9,5,1,2,43,-2,4.1,3,5,21,1,1,13,2,-3,7,3,1,1,4,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,1,4,5,4,2,1,2,2,2,,-1,-1,1,1
161764,157,9,5,1,1,25,-2,4.1,3,2,16,3,4,9,3,1,0,3,2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,4,3,2,4,5,1,1,2,1,,-1,-1,1,2
161769,158,9,5,1,1,54,-2,6,3,2,16,4,5,15,3,1,14,3,1,1,5,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,4,-2,2,4,4,4,3,2,2,2,2,,-1,-1,2,2
161772,158,9,5,1,2,63,-2,12.2,9,1,15,4,5,2,3,3,50,3,2,2,4,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,4,4,-2,3,3,2,3,4,2,3,1,1,,-1,-1,2,2
161774,158,9,5,1,2,91,-1,4.1,9,5,23,7,8,97,3,3,1,3,1,-1,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2,3,,,,-1,-1,2,2
161776,158,9,5,1,2,35,-1,13.4,7,1,15,7,8,97,3,3,20,3,2,-1,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,1,,,,-1,-1,2,2
161777,158,9,5,1,1,44,2,10,3,3,17,3,4,10,3,1,2,3,2,1,-2,-2,2,5,1,2,3,3,2,4,3,2,2,2,4,3,3,2,5,1,2,2,1,1,1,0,1,2
161785,158,9,5,1,2,57,-2,7.1,9,1,15,7,8,13,1,-3,44,3,1,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,1,1,4,1,2,2,2,2,,-1,-1,2,2
161786,158,9,5,1,1,76,2,6,9,1,14,6,7,8,2,-3,16,3,1,2,-2,-2,3,4,4,7,4,2,2,3,4,2,2,4,2,2,1,4,1,2,3,1,1,1,0,0,2,2
161787,158,9,5,1,1,76,-2,10,9,1,15,7,8,4,3,3,15,3,1,2,1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,4,2,-2,2,2,1,1,1,2,3,1,1,,-1,-1,2,2
161788,158,9,5,1,1,34,-2,10,3,2,16,5,6,6,3,3,8,3,2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,3,2,3,5,1,1,1,1,,-1,-1,2,2
161791,158,9,5,1,2,23,-2,13.1,5,2,16,4,5,2,3,3,2,3,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,4,3,2,2,1,1,1,1,,-1,-1,2,2
161793,158,9,5,1,2,45,-2,3.1,3,2,16,1,1,13,2,-3,3,3,1,1,3,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,4,4,-2,4,2,3,3,1,1,2,2,2,,-1,-1,1,1
161794,158,9,5,1,2,23,-2,12.6,3,5,19,3,4,11,3,3,3,3,2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,5,3,5,3,5,1,1,2,1,,-1,-1,1,2
161796,158,9,5,1,1,36,-2,2,3,2,16,4,5,15,3,1,3,3,1,1,5,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,4,-2,3,2,4,1,2,1,1,2,2,,-1,-1,2,2
161797,158,9,5,1,2,18,-2,-1,1,6,95,4,5,98,-1,-1,7,3,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,4,2,4,2,1,1,,,,-1,-1,2,2
161798,158,9,5,1,1,44,2,3.4,5,5,23,1,2,1,3,3,1,3,1,2,-2,-2,2,3,3,6,4,1,3,3,3,3,3,3,4,4,5,5,1,1,2,1,1,1,1,0,1,1
161799,159,9,5,1,2,34,-2,6,1,2,16,4,5,14,2,-3,28,3,1,2,4,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,3,-2,2,2,5,4,2,1,1,2,2,,-1,-1,2,2
161800,159,9,5,1,2,33,-1,2,3,5,22,3,4,13,3,3,1,3,1,-1,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,1,2,2,,-1,-1,1,2
161801,159,9,5,1,1,66,2,12.1,3,1,15,4,5,5,3,3,38,2,1,1,-2,-2,3,3,2,6,4,4,4,4,4,2,3,3,3,3,3,3,2,2,3,1,1,1,0,0,2,2
161803,159,9,5,1,1,29,-2,3.2,3,4,18,3,4,15,3,3,8,3,2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,3,2,2,3,1,1,2,2,,-1,-1,1,2
161805,159,9,5,1,2,57,-1,6,3,1,15,7,8,12,3,3,20,2,1,-1,3,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,2,2,,-1,-1,2,2
161807,159,9,5,1,2,48,-1,9.1,3,1,15,7,8,9,3,3,22,2,1,-1,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,2,1,,-1,-1,2,2
161808,159,9,5,1,1,51,-2,10,3,2,16,4,5,9,1,-3,25,3,2,1,3,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,9,9,-2,5,2,5,4,4,2,2,2,1,,-1,-1,2,2
161810,159,9,5,1,1,56,3,6,3,2,16,4,5,10,2,-3,56,3,1,1,-2,-2,3,4,3,7,4,2,3,1,2,3,3,3,3,3,1,2,3,2,2,2,1,0,1,1,2,2
161813,159,9,5,1,1,24,3,9.1,3,2,16,4,5,16,3,3,8,3,2,1,-2,-2,4,4,4,5,4,4,3,1,4,2,2,5,3,3,4,4,2,1,1,2,2,0,0,0,2,2
161815,159,9,5,1,1,49,-2,3.3,3,5,21,1,1,6,3,3,49,3,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,5,3,1,2,1,2,2,1,1,,-1,-1,1,1
161820,159,9,5,1,2,47,-2,-1,8,5,21,1,2,17,-1,-1,7,2,8,2,1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,4,5,-2,4,3,3,4,1,2,2,2,2,,-1,-1,1,1
161821,159,9,5,1,2,45,-2,7.1,10,5,25,1,2,10,3,3,11,3,1,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,4,3,4,2,3,1,2,2,1,,-1,-1,1,1
161826,159,9,5,1,2,32,-2,4.1,10,4,18,3,4,3,3,3,10,3,1,2,1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,2,-2,1,4,4,3,2,1,1,1,1,,-1,-1,1,2
161831,160,9,5,1,2,42,-1,2,5,5,19,3,4,1,3,3,2,4,1,-1,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,2,1,1,,-1,-1,1,2
161832,160,9,5,1,1,56,-2,10,3,4,18,3,4,15,3,3,18,4,1,1,5,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,5,-2,3,2,5,3,1,2,2,2,2,,-1,-1,1,2
161833,160,9,5,1,2,48,-2,10,3,1,15,7,8,10,3,3,48,4,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,3,3,4,1,2,2,2,1,,-1,-1,2,2
161834,160,9,5,1,2,38,2,4.1,10,5,19,3,4,17,3,3,6,4,1,2,-2,-2,1,4,3,6,4,4,3,3,4,2,4,1,2,2,1,4,1,1,1,2,2,1,0,0,1,2
161835,160,9,5,1,2,80,-2,11.1,9,1,15,7,8,2,3,1,24,4,1,2,6,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,2,2,2,3,5,2,3,1,1,,-1,-1,2,2
161838,160,9,5,1,1,81,-2,10,9,1,14,7,8,3,3,1,27,4,1,2,2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,2,-2,2,3,2,2,2,2,3,1,1,,-1,-1,2,2
161839,160,9,5,1,2,61,-2,4.1,9,5,21,3,4,6,3,3,31,4,1,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,4,2,3,3,2,3,1,1,,-1,-1,1,2
161840,160,9,5,1,1,62,4,3.1,3,3,17,2,3,12,3,3,30,4,1,1,-2,-2,3,5,1,3,4,4,4,4,3,1,5,1,2,1,1,3,1,2,3,2,2,0,1,0,1,1
161841,160,9,5,1,1,51,-2,4.1,3,1,15,1,1,17,1,-3,7,4,1,1,5,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,-2,1,5,5,5,3,2,2,2,2,,-1,-1,1,1
161842,160,9,5,1,1,30,-2,4.1,3,4,18,3,4,14,1,-3,30,4,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,3,4,2,1,1,1,2,2,,-1,-1,1,2
161844,160,9,5,1,1,69,-2,9.1,9,1,15,7,8,4,3,1,6,4,1,2,4,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,2,-2,2,2,1,2,4,2,3,1,1,,-1,-1,2,2
161847,160,9,5,1,2,59,-2,4.1,9,4,18,4,5,14,3,3,10,4,1,2,5,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,4,4,-2,2,4,4,3,3,2,2,2,2,,-1,-1,2,2
161848,160,9,5,1,2,83,-2,7.1,9,1,14,7,8,4,3,3,19,4,1,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,4,4,3,2,2,3,1,1,,-1,-1,2,2
161849,160,9,5,1,2,73,3,12.1,9,1,15,7,8,8,3,3,22,4,1,2,-2,-2,2,3,2,8,4,4,3,4,4,3,3,2,3,3,3,3,1,2,3,1,1,0,0,0,2,2
161853,160,9,5,1,1,55,-2,5,3,1,15,7,8,17,3,3,4,4,1,1,3,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,4,1,-2,2,3,1,4,1,2,2,2,2,,-1,-1,2,2
161857,160,9,5,1,1,60,-2,3.3,3,4,18,4,5,15,3,3,30,4,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,4,2,2,4,1,2,3,2,2,,-1,-1,2,2
161859,160,9,5,1,2,26,-1,4.1,3,5,22,1,2,7,1,-3,2,4,2,-1,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,1,1,1,1,,-1,-1,1,1
161861,161,9,5,1,2,45,3,12.2,3,2,16,5,6,1,3,1,17,3,2,1,-2,-2,4,4,4,6,4,3,4,4,4,2,2,2,2,2,1,1,2,1,2,1,1,0,0,0,2,2
161863,161,9,5,1,1,33,-1,7.3,3,5,19,2,3,8,3,3,3,3,2,-1,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,1,1,1,,-1,-1,1,1
161866,161,9,5,1,2,71,-2,11.1,9,1,15,7,8,4,3,3,20,3,1,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,3,1,1,,-1,-1,2,2
161867,161,9,5,1,1,39,2,4.1,3,5,19,2,3,17,3,3,4,3,1,1,-2,-2,2,3,3,5,4,4,4,1,4,3,4,2,4,3,2,4,1,1,1,2,2,1,0,0,1,1
161870,161,9,5,1,2,51,2,7.1,3,3,17,4,5,9,3,3,26,3,1,1,-2,-2,2,4,3,7,4,4,3,1,3,2,3,2,2,4,4,3,2,2,2,2,1,1,1,0,2,2
161873,161,9,5,1,1,85,-1,12.4,8,1,14,7,8,3,3,3,85,3,2,-1,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,3,1,1,,-1,-1,2,2
161876,161,9,5,1,1,27,-1,12.1,3,5,21,1,2,13,3,3,0,3,2,-1,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,1,2,2,,-1,-1,1,1
