Serial,SPoint,StRegion,Region,Country,RSex,RAge,PeopTrst,RNSSEC,REconAct,Tea,Tea2,HEdQual,HEdQual2,HHincome,UnionSA,TUSAEver,NghBrHd,ResPres,Voted01,PdJobSC,CharOft,CharAmt,PolitSC,GovRight,GovSelf,DemoNow,GrpMemb1,GrpMemb2,GrpMemb3,GrpMemb4,GrpMemb5,IncDiffs,IncDiff,IDCards,MoreWelf,SocHelp,DeathApp,WrongLaw,PartyId2,agegp1,agegp2,incomegp,incomeg1,trust,volgp,volgp1,qual1,qual2
163593,216,5,3,1,2,61,-2,12.2,9,1,15,5,6,3,1,-3,33,2,1,2,4,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,3,3,3,3,5,2,3,1,1,,-1,-1,2,2
163601,217,5,3,1,2,53,3,4.1,5,4,18,2,3,1,3,1,8,2,2,2,-2,-2,3,3,2,8,4,3,4,4,4,2,2,4,3,4,2,3,5,2,2,1,1,0,0,0,1,1
163602,217,5,3,1,1,26,-2,-1,5,3,17,4,5,98,-1,-1,26,2,2,2,4,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,3,-2,2,4,4,4,5,1,1,,,,-1,-1,2,2
163604,217,5,3,1,1,34,3,10,3,2,16,3,4,15,3,3,7,2,1,1,-2,-2,3,3,2,8,4,4,4,3,4,3,3,2,3,4,1,3,1,1,1,2,2,0,0,0,1,2
163605,217,5,3,1,1,59,-2,6,9,2,16,5,6,10,3,1,34,2,1,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,4,-2,2,2,1,3,2,2,2,2,1,,-1,-1,2,2
163606,217,5,3,1,2,45,-2,3.1,3,5,23,1,1,12,3,3,15,1,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,4,2,2,2,1,1,2,2,2,,-1,-1,1,1
163607,217,5,3,1,1,92,3,11.1,9,1,14,5,6,5,1,-3,28,3,1,2,-2,-2,2,2,3,5,3,2,4,4,4,1,1,1,2,2,5,2,2,2,3,1,1,0,0,0,2,2
163608,217,5,3,1,2,27,-2,13.1,3,4,18,3,4,4,3,3,27,2,2,1,4,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,3,-2,4,3,4,3,1,1,1,1,1,,-1,-1,1,2
163611,217,5,3,1,2,77,-2,13.4,9,1,14,7,8,6,3,1,50,2,2,9,3,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,9,9,-2,9,9,9,1,2,2,3,1,1,,-1,-1,2,2
163613,217,5,3,1,1,34,3,3.1,3,4,18,2,3,97,3,3,34,3,1,1,-2,-2,3,4,2,4,4,4,1,3,4,3,3,2,2,3,4,2,3,1,1,,,0,0,0,1,1
163614,217,5,3,1,1,73,-2,3.1,9,3,17,3,4,5,1,-3,40,3,1,2,5,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,3,-2,3,3,1,4,2,2,3,1,1,,-1,-1,1,2
163617,217,5,3,1,1,62,-2,13.4,3,2,16,5,6,6,3,1,38,2,1,1,3,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,2,2,1,2,3,2,3,1,1,,-1,-1,2,2
163619,217,5,3,1,2,26,2,99,5,5,21,1,1,10,1,-3,1,3,2,2,-2,-2,3,3,3,98,4,4,4,4,4,3,2,3,2,2,4,3,5,1,1,2,1,1,0,0,1,1
163620,217,5,3,1,2,99,-1,99,5,99,99,7,8,97,3,3,0,2,2,-1,3,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,,,,,,-1,-1,2,2
163621,217,5,3,1,2,48,-2,7.1,8,2,16,5,6,2,3,1,12,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,1,3,5,2,2,1,1,,-1,-1,2,2
163623,217,5,3,1,2,32,-2,12.1,3,1,11,7,8,9,3,3,11,2,1,1,5,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,8,-2,3,3,3,3,3,1,1,2,1,,-1,-1,2,2
163624,217,5,3,1,1,56,-2,12.4,8,1,15,7,8,5,3,1,26,3,1,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,2,1,2,2,2,2,1,1,,-1,-1,2,2
163625,217,5,3,1,1,54,2,7.4,3,2,16,4,5,11,1,-3,52,2,1,1,-2,-2,2,3,3,8,4,4,4,4,4,2,2,2,3,3,2,3,1,2,2,2,1,1,0,0,2,2
163634,218,5,3,1,2,37,2,7.1,3,3,17,3,4,8,1,-3,37,1,1,1,-2,-2,2,2,4,7,4,2,1,2,4,2,2,5,2,4,5,3,2,1,1,1,1,1,0,0,1,2
163647,218,5,3,1,2,39,-1,13.4,7,2,16,7,8,1,3,3,39,1,2,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,1,1,1,,-1,-1,2,2
163660,219,5,3,1,1,37,-1,99,5,2,16,4,5,7,3,3,37,1,2,-1,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,1,1,1,1,,-1,-1,2,2
163661,219,5,3,1,2,30,-1,12.2,10,5,21,4,5,8,3,3,1,2,1,-1,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,1,1,1,,-1,-1,2,2
163665,219,5,3,1,2,42,-1,4.1,3,4,18,2,3,16,1,-3,12,2,1,-1,5,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,2,2,,-1,-1,1,1
163669,219,5,3,1,1,86,-1,7.2,9,1,14,5,6,7,3,1,30,2,1,-1,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,3,1,1,,-1,-1,2,2
163672,219,5,3,1,2,36,-1,7.1,3,5,19,2,3,11,1,-3,25,1,1,-1,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,1,2,1,,-1,-1,1,1
163680,219,5,3,1,2,53,-1,13.1,8,1,15,7,8,97,3,1,30,2,1,-1,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,,,,-1,-1,2,2
163685,219,5,3,1,1,73,2,12.3,9,1,14,7,8,2,3,1,55,2,1,2,-2,-2,1,2,4,8,4,3,3,3,3,3,8,2,2,2,1,2,8,2,3,1,1,1,1,0,2,2
163688,219,5,3,1,1,81,3,12.3,9,1,14,7,8,3,1,-3,67,2,1,2,-2,-2,2,4,4,9,4,3,4,3,4,2,4,2,3,2,3,3,2,2,3,1,1,0,0,0,2,2
163692,220,5,3,1,1,18,-2,12.1,1,7,96,3,4,98,3,3,5,2,2,2,4,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,3,-2,3,3,4,4,2,1,1,,,,-1,-1,1,2
163693,220,5,3,1,2,67,-2,4.1,9,5,21,2,3,9,1,-3,28,2,1,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,4,3,2,3,2,1,,-1,-1,1,1
163695,220,5,3,1,2,36,-2,4.1,3,4,18,1,2,16,1,-3,4,2,2,1,4,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,4,-2,4,3,2,2,4,1,1,2,2,,-1,-1,1,1
163696,220,5,3,1,2,24,-2,12.1,5,1,15,4,5,2,3,3,0,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,4,1,1,2,5,1,1,1,1,,-1,-1,2,2
163697,220,5,3,1,2,56,3,10,3,1,14,3,4,6,1,-3,3,2,1,1,-2,-2,4,5,3,98,4,2,2,4,4,2,4,4,4,4,4,4,5,2,2,1,1,0,0,0,1,2
163698,220,5,3,1,1,35,-2,4.2,3,2,16,2,3,16,3,3,1,2,2,1,4,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,3,-2,4,2,1,2,5,1,1,2,2,,-1,-1,1,1
163701,220,5,3,1,1,62,-2,10,8,1,15,7,8,4,3,1,25,2,1,9,5,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,3,-2,9,9,9,9,2,2,3,1,1,,-1,-1,2,2
163706,220,5,3,1,2,79,2,13.1,9,1,14,7,8,3,3,3,35,2,1,2,-2,-2,2,3,3,3,4,4,3,4,4,3,3,3,2,3,3,2,3,2,3,1,1,1,0,0,2,2
163707,220,5,3,1,2,51,-2,4.1,3,4,18,1,2,12,1,-3,30,2,1,1,4,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,3,-2,2,3,2,4,2,2,2,2,2,,-1,-1,1,1
163709,220,5,3,1,1,26,-1,13.1,3,2,16,5,6,98,1,-3,1,2,2,-1,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,1,1,,,,-1,-1,2,2
163710,220,5,3,1,1,70,-2,11.2,8,1,14,7,8,1,3,1,68,2,2,2,2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,-2,1,1,1,2,1,2,3,1,1,,-1,-1,2,2
163711,220,5,3,1,2,84,-2,4.1,9,4,18,2,3,5,3,2,40,2,1,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,4,2,4,1,1,2,3,1,1,,-1,-1,1,1
163714,220,5,3,1,2,18,-1,12.1,1,7,96,3,4,11,3,3,19,1,2,-1,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,1,2,1,,-1,-1,1,2
163718,220,5,3,1,2,30,-1,13.4,10,2,16,5,6,3,3,3,6,2,2,-1,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,1,1,1,,-1,-1,2,2
163719,220,5,3,1,2,65,-2,10,9,1,15,7,8,2,3,3,25,1,2,8,4,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,2,-2,9,9,2,3,2,2,3,1,1,,-1,-1,2,2
163724,221,5,3,1,2,30,3,12.1,3,2,16,4,5,7,1,-3,5,1,1,1,-2,-2,2,2,2,2,4,1,3,3,4,4,8,1,2,1,1,1,2,1,1,1,1,0,0,0,2,2
163729,221,5,3,1,2,38,-1,13.4,6,2,16,3,4,4,3,3,24,1,1,-1,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,1,1,1,,-1,-1,1,2
163731,221,5,3,1,2,19,-2,12.1,1,5,19,4,5,1,3,3,13,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,-2,3,3,2,3,6,1,1,1,1,,-1,-1,2,2
163737,221,5,3,1,2,48,-1,13.1,3,2,16,5,6,5,3,3,30,1,1,-1,5,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,1,1,,-1,-1,2,2
163747,221,5,3,1,2,76,-1,10,9,2,16,7,8,97,3,3,7,1,1,-1,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,3,,,,-1,-1,2,2
163754,222,5,3,1,1,43,3,12.4,3,2,16,5,6,7,3,1,1,3,2,1,-2,-2,2,4,2,6,4,3,2,3,4,2,4,2,3,2,2,4,4,1,2,1,1,0,0,0,2,2
163755,222,5,3,1,2,38,-2,6,3,4,18,2,3,15,3,3,6,3,1,1,5,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,2,3,3,2,2,1,1,2,2,,-1,-1,1,1
163756,222,5,3,1,1,39,-2,4.1,3,2,16,1,2,17,3,1,1,3,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,2,3,2,2,1,1,2,2,,-1,-1,1,1
163757,222,5,3,1,2,35,4,10,3,2,16,4,5,14,3,1,35,3,1,1,-2,-2,1,5,1,0,2,3,2,4,3,4,5,1,5,1,1,4,4,1,1,2,2,0,1,0,2,2
163759,222,5,3,1,2,50,-2,10,3,1,15,2,3,12,3,3,17,3,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,3,3,3,8,2,2,2,2,,-1,-1,1,1
163760,222,5,3,1,2,34,3,7.1,3,2,16,4,5,13,3,3,12,3,1,1,-2,-2,2,3,4,6,4,2,3,3,4,3,2,1,3,3,2,2,2,1,1,2,2,0,0,0,2,2
163764,222,5,3,1,1,64,-2,13.3,8,1,15,7,8,3,3,1,28,3,2,2,2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,2,2,1,1,5,2,3,1,1,,-1,-1,2,2
163765,222,5,3,1,2,29,-2,4.1,3,5,21,1,2,7,1,-3,6,2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,4,4,3,2,1,1,1,1,1,,-1,-1,1,1
163766,222,5,3,1,2,33,3,3.1,3,5,22,1,1,15,1,-3,33,3,1,1,-2,-2,2,2,4,6,2,2,1,3,1,2,2,2,4,4,2,2,2,1,1,2,2,0,1,1,1,1
163772,222,5,3,1,2,45,3,13.4,8,1,15,7,8,2,3,1,45,3,1,2,-2,-2,2,4,3,3,2,3,3,4,4,2,3,2,3,3,1,2,2,1,2,1,1,0,0,0,2,2
163773,222,5,3,1,2,19,-2,10,10,2,16,4,5,2,3,3,1,3,2,2,5,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,3,4,2,3,5,1,1,1,1,,-1,-1,2,2
163775,222,5,3,1,1,60,3,10,8,2,16,3,4,4,3,1,29,3,1,2,-2,-2,2,2,4,6,4,3,4,4,4,2,4,1,1,2,2,2,1,2,3,1,1,0,0,0,1,2
163776,222,5,3,1,1,35,-1,-1,8,3,17,7,8,7,-1,-1,22,3,2,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,1,1,1,1,,-1,-1,2,2
163778,222,5,3,1,2,52,3,13.3,3,1,15,7,8,4,3,3,2,3,1,1,-2,-2,3,3,3,99,9,9,9,9,9,2,2,2,9,1,9,4,2,2,2,1,1,0,0,0,2,2
163780,222,5,3,1,1,46,-2,12.4,3,2,16,4,5,9,3,3,46,3,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,3,2,2,2,2,1,,-1,-1,2,2
163782,222,5,3,1,2,28,-2,12.1,3,4,18,4,5,3,8,9,28,3,2,1,5,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,2,-2,4,4,2,2,3,1,1,1,1,,-1,-1,2,2
163783,223,5,3,1,1,43,-2,4.2,5,2,16,4,5,2,3,3,1,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,4,4,4,4,3,1,2,1,1,,-1,-1,2,2
163784,223,5,3,1,1,34,3,3.1,3,5,19,1,1,15,3,3,7,2,1,1,-2,-2,3,4,4,9,4,4,1,1,3,3,3,3,4,4,3,2,1,1,1,2,2,0,1,0,1,1
163786,223,5,3,1,2,41,-2,3.1,3,5,24,1,1,17,1,-3,2,2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,4,3,2,1,1,2,2,2,,-1,-1,1,1
163787,223,5,3,1,2,45,2,3.3,3,2,16,1,2,17,2,-3,16,1,8,1,-2,-2,3,5,1,2,4,2,3,1,4,1,5,5,2,4,5,4,5,1,2,2,2,1,0,0,1,1
163788,223,5,3,1,2,32,-2,4.1,3,3,17,1,2,13,1,-3,1,2,1,1,3,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,-2,2,5,5,2,2,1,1,2,2,,-1,-1,1,1
163790,223,5,3,1,2,89,3,12.2,9,1,14,7,8,5,3,1,30,2,1,2,-2,-2,4,3,8,2,4,4,3,3,4,2,4,1,2,3,2,2,2,2,3,1,1,0,0,0,2,2
163791,223,5,3,1,1,52,-2,9.1,3,5,21,3,4,7,1,-3,24,2,1,1,2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,4,5,-2,3,2,3,3,2,2,2,1,1,,-1,-1,1,2
163792,223,5,3,1,2,22,-2,4.1,4,5,21,1,2,97,3,3,0,2,1,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,3,5,3,1,1,1,,,,-1,-1,1,1
163793,223,5,3,1,1,25,2,4.1,3,5,21,1,2,14,3,3,24,1,1,1,-2,-2,2,4,4,8,4,4,4,3,3,4,4,1,2,3,1,3,1,1,1,2,2,1,1,0,1,1
163797,223,5,3,1,1,47,-2,8.1,3,5,19,3,4,97,3,3,25,2,1,1,4,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,4,4,-2,4,3,1,4,8,2,2,,,,-1,-1,1,2
163798,223,5,3,1,1,54,-2,3.1,3,4,18,1,2,17,1,-3,20,2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,4,3,1,4,1,2,2,2,2,,-1,-1,1,1
163800,223,5,3,1,2,46,-2,6,8,2,16,2,3,97,3,1,24,1,1,2,6,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,4,2,-2,3,4,2,3,2,2,2,,,,-1,-1,1,1
163801,223,5,3,1,2,64,-2,9.1,3,5,22,3,4,98,3,1,30,2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,4,4,3,2,3,,,,-1,-1,1,2
163805,223,5,3,1,1,56,2,4.1,3,3,17,2,3,12,1,-3,22,1,1,1,-2,-2,2,2,3,5,3,2,2,4,4,3,3,2,2,3,4,2,4,2,2,2,2,1,0,0,1,1
163809,223,5,3,1,1,21,-1,13.1,1,6,95,3,4,97,3,3,21,2,2,-1,4,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,1,,,,-1,-1,1,2
163811,223,5,3,1,2,21,3,-1,1,7,96,1,2,98,-1,-1,4,1,2,2,-2,-2,3,5,1,7,4,4,3,1,9,4,5,1,5,8,2,4,1,1,1,,,0,0,0,1,1
163813,223,5,3,1,2,45,-2,7.1,3,2,16,4,5,10,3,3,19,3,2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,3,2,2,1,1,2,2,1,,-1,-1,2,2
163814,224,5,3,1,2,50,2,4.1,10,2,16,4,5,17,3,3,13,5,1,2,-2,-2,2,2,4,8,2,3,1,3,1,2,4,2,4,3,2,2,1,2,2,2,2,1,1,1,2,2
163819,224,5,3,1,2,99,-2,6,3,7,96,3,4,4,3,3,6,4,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,4,4,4,2,3,,,1,1,,-1,-1,1,2
163820,224,5,3,1,1,33,3,9.1,3,2,16,4,5,13,3,3,12,4,1,1,-2,-2,3,4,2,6,4,4,4,3,4,3,3,1,2,4,1,3,2,1,1,2,2,0,0,0,2,2
163822,224,5,3,1,2,48,-2,6,3,5,21,1,2,8,3,1,28,4,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,4,5,4,3,2,2,1,1,,-1,-1,1,1
163823,224,5,3,1,2,40,3,4.1,10,3,17,5,6,8,3,3,15,4,1,2,-2,-2,3,2,3,5,4,4,4,1,9,2,2,3,3,3,2,3,3,1,2,1,1,0,0,0,2,2
163824,224,5,3,1,2,29,-2,4.1,3,4,18,4,5,17,2,-3,5,5,2,1,6,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,3,2,1,1,5,1,1,2,2,,-1,-1,2,2
163825,224,5,3,1,2,68,-2,12.3,9,2,16,7,8,4,3,3,68,4,1,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,4,2,4,2,2,3,1,1,,-1,-1,2,2
163826,224,5,3,1,1,18,9,-1,1,6,95,3,4,98,-1,-1,3,4,2,2,-2,-2,9,9,9,3,4,4,3,1,3,3,3,2,4,2,3,3,8,1,1,,,,1,0,1,2
163827,224,3,2,1,1,67,-2,11.2,9,1,15,2,3,97,3,2,11,5,1,2,3,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,2,2,1,1,2,2,3,,,,-1,-1,1,1
163828,224,3,2,1,1,54,-2,4.2,3,2,16,4,5,17,3,3,4,5,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,4,2,2,2,1,2,2,2,2,,-1,-1,2,2
163830,224,5,3,1,1,46,-2,9.2,3,5,19,4,5,13,3,3,39,5,1,1,4,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,3,-2,4,2,4,4,1,2,2,2,2,,-1,-1,2,2
163832,224,3,2,1,2,75,4,13.1,9,1,14,7,8,2,3,3,70,4,1,2,-2,-2,2,3,8,5,4,4,1,3,3,3,3,1,2,4,1,3,2,2,3,1,1,0,1,0,2,2
163833,224,3,2,1,2,55,-2,10,3,1,15,7,8,11,1,-3,55,4,1,1,3,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,4,3,1,2,3,2,2,2,1,,-1,-1,2,2
163835,224,5,3,1,2,71,2,4.1,9,2,16,7,8,2,3,2,2,3,1,2,-2,-2,1,5,5,5,3,3,3,1,1,1,2,2,4,3,5,2,2,2,3,1,1,1,1,1,2,2
163836,224,5,3,1,2,67,-2,13.1,3,2,16,7,8,3,3,3,30,4,1,1,5,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,4,4,-2,4,3,3,2,1,2,3,1,1,,-1,-1,2,2
163838,224,5,3,1,2,68,3,6,9,1,15,7,8,5,3,2,4,4,1,2,-2,-2,3,3,3,5,4,3,2,3,3,3,3,3,4,3,3,3,2,2,3,1,1,0,1,0,2,2
163841,224,5,3,1,1,44,3,10,3,2,16,2,3,13,3,1,15,4,8,1,-2,-2,3,2,2,6,4,3,4,3,3,1,2,1,4,2,2,4,2,1,2,2,2,0,1,0,1,1
163842,224,3,2,1,2,50,-2,4.1,3,5,23,1,2,10,2,-3,25,5,1,1,5,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,2,-2,2,4,2,4,3,2,2,2,1,,-1,-1,1,1
163844,224,3,2,1,2,86,2,-1,9,1,14,7,8,2,-1,-1,86,5,2,2,-2,-2,3,2,2,4,4,4,1,9,3,1,1,3,3,2,3,3,5,2,3,1,1,1,1,0,2,2
163845,225,5,3,1,2,56,-2,4.1,9,3,17,2,3,7,3,2,1,4,1,2,4,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,3,-2,3,2,4,3,1,2,2,1,1,,-1,-1,1,1
163846,225,5,3,1,1,39,-2,9.1,4,4,18,3,4,5,1,-3,16,4,1,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,3,3,2,2,1,1,1,1,,-1,-1,1,2
163847,225,5,3,1,1,69,2,9.1,3,2,16,7,8,4,3,3,69,5,1,1,-2,-2,2,5,2,4,4,4,4,9,9,4,4,4,5,4,1,1,8,2,3,1,1,1,0,0,2,2
163848,225,5,3,1,2,41,-2,5,3,4,18,2,3,10,1,-3,12,4,8,1,3,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,4,-2,3,1,5,4,3,1,2,2,1,,-1,-1,1,1
163850,225,5,3,1,2,29,-1,13.4,10,2,16,7,8,5,3,3,2,4,2,-1,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,1,1,1,1,,-1,-1,2,2
163851,225,5,3,1,1,48,-2,10,3,1,15,7,8,6,1,-3,20,4,2,1,2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,3,2,2,3,1,2,2,1,1,,-1,-1,2,2
163852,225,5,3,1,1,82,-2,11.2,9,1,15,7,8,4,3,1,82,4,1,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,4,2,2,4,2,2,3,1,1,,-1,-1,2,2
163853,225,5,3,1,1,36,3,10,3,2,16,5,6,7,3,3,7,4,1,1,-2,-2,3,4,1,5,4,4,4,3,4,2,2,2,4,2,2,3,1,1,1,1,1,0,0,0,2,2
163856,225,5,3,1,1,34,2,8.1,3,1,15,5,6,14,3,3,10,4,2,1,-2,-2,2,4,1,1,1,2,1,2,4,3,5,3,3,2,2,2,1,1,1,2,2,1,0,0,2,2
163857,225,5,3,1,2,49,-2,4.1,3,5,21,1,2,15,1,-3,15,4,1,1,3,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,4,-2,2,3,4,2,3,2,2,2,2,,-1,-1,1,1
163858,225,5,3,1,2,84,-2,8.2,9,4,18,7,8,98,3,3,24,4,1,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,2,4,2,1,2,3,,,,-1,-1,2,2
163859,225,5,3,1,1,57,3,4.1,3,2,16,7,8,16,1,-3,10,4,1,1,-2,-2,2,5,1,5,4,2,2,1,1,4,5,1,5,1,1,2,1,2,2,2,2,0,1,1,2,2
163861,225,5,3,1,1,83,-2,8.2,9,4,18,2,3,7,3,2,18,4,1,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,2,5,3,4,2,3,1,1,,-1,-1,1,1
163862,225,5,3,1,2,58,3,13.4,3,1,15,7,8,10,3,1,30,4,1,1,-2,-2,2,8,8,98,4,4,4,4,4,2,2,3,2,2,3,3,2,2,2,2,1,0,0,0,2,2
163863,225,5,3,1,2,34,-2,4.1,3,4,18,1,2,14,1,-3,6,4,1,1,3,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,2,-2,4,3,5,2,2,1,1,2,2,,-1,-1,1,1
163864,225,5,3,1,1,61,-2,3.1,3,5,22,1,2,97,3,1,24,4,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,4,3,3,2,6,2,3,,,,-1,-1,1,1
163865,225,11,4,3,2,56,2,3.1,3,5,21,1,2,14,3,3,4,4,1,1,-2,-2,4,1,4,8,4,3,3,3,4,2,2,2,4,2,4,2,1,2,2,2,2,1,0,0,1,1
163867,225,5,3,1,2,61,-2,4.3,3,1,15,3,4,5,3,3,61,4,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,3,5,3,3,2,3,1,1,,-1,-1,1,2
163868,225,5,3,1,1,19,3,10,1,7,96,3,4,98,3,3,9,4,2,2,-2,-2,3,3,4,6,4,4,4,3,3,1,2,2,2,3,1,3,2,1,1,,,0,1,0,1,2
163869,225,5,3,1,2,59,-2,13.2,10,1,15,7,8,1,3,3,8,4,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,3,-2,3,3,2,3,5,2,2,1,1,,-1,-1,2,2
163870,225,5,3,1,2,90,-1,-1,9,2,16,4,5,2,-1,-1,90,5,1,-1,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,3,1,1,,-1,-1,2,2
163871,225,5,3,1,1,43,3,12.5,3,2,16,5,6,16,3,3,15,4,1,1,-2,-2,2,4,3,7,4,4,4,4,4,4,8,2,2,2,2,2,1,1,2,2,2,0,0,0,2,2
163875,225,5,3,1,2,64,-2,13.2,9,1,14,7,8,6,3,3,0,4,1,2,5,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,3,-2,2,3,2,2,2,2,3,1,1,,-1,-1,2,2
